시설종류,대상시설명,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자
초등학교,관악초등학교,서울특별시 관악구 청룡4길 49,,37.48102412,126.942556,서울특별시 관악구청,서울관악경찰서,Y,4,6~20,21-03-10
초등학교,구암초등학교,서울특별시 관악구 봉천동 구암길 1 구암초등학교,서울특별시 관악구 봉천동 482-1,37.48921747,126.9462717,서울특별시 관악구청,서울관악경찰서,Y,3,6~15,21-03-10
초등학교,난곡초등학교,서울특별시 관악구 신림동 난곡로35길 102 정보센타동,서울특별시 관악구 신림동 711-136,37.4691282,126.9163416,서울특별시 관악구청,서울관악경찰서,Y,6,4~8,21-03-10
초등학교,난우초등학교,서울특별시 관악구 신림동 난우길 40 난우초등학교,서울특별시 관악구 신림동 589-1,37.47711829,126.9176525,서울특별시 관악구청,서울관악경찰서,Y,7,5~12,21-03-10
초등학교,난향초등학교,-,서울특별시 관악구 신림동 672-1,37.46282027,126.9183355,서울특별시 관악구청,서울관악경찰서,Y,5,6~20,21-03-10
초등학교,남부초등학교,서울특별시 관악구 남부순환로 163길 14,,37.48512106,126.9221169,서울특별시 관악구청,서울관악경찰서,Y,6,6~12,21-03-10
초등학교,당곡초등학교,서울특별시 관악구 보라매로2길 23,,37.4901682,126.9303685,서울특별시 관악구청,서울관악경찰서,Y,7,6~12,21-03-10
초등학교,미성초등학교,서울특별시 관악구 문성로 79,,37.47833862,126.9123944,서울특별시 관악구청,서울관악경찰서,Y,4,6~20,21-03-10
초등학교,사당초등학교,서울특별시 관악구 남현동 남현4길 51 사당초등학교,서울특별시 관악구 남현동 1080-1,37.47383781,126.9733518,서울특별시 관악구청,서울관악경찰서,Y,8,4~8,21-03-10
초등학교,신우초등학교,서울특별시 관악구 호암로 498,,37.46326532,126.9325366,서울특별시 관악구청,서울관악경찰서,Y,1,6~20,21-03-10
초등학교,원당초등학교,서울특별시 관악구 봉천로 505,,37.48121389,126.9562493,서울특별시 관악구청,서울관악경찰서,Y,4,6~25,21-03-10
초등학교,인헌초등학교,서울특별시 관악구 낙성대로 23,,37.47675328,126.9598656,서울특별시 관악구청,서울관악경찰서,Y,3,6~30,21-03-10
초등학교,청룡초등학교,서울특별시 관악구 관악로5길 61,,37.47672482,126.9512177,서울특별시 관악구청,서울관악경찰서,Y,3,5~8,21-03-10
초등학교,삼성초등학교,서울특별시 관악구 대학7길 52,,37.46852069,126.9404946,서울특별시 관악구청,서울관악경찰서,Y,2,6~8,21-03-10
초등학교,신림초등학교,서울특별시 관악구 문성로28길 31,,37.4771503,126.9268759,서울특별시 관악구청,서울관악경찰서,Y,7,6~20,21-03-10
초등학교,신봉초등학교,서울특별시 관악구 봉천동 양녕로6나길 1 신봉초등학교,서울특별시 관악구 봉천동 458,37.48557635,126.9493909,서울특별시 관악구청,서울관악경찰서,Y,10,5~8,21-03-10
초등학교,은천초등학교,서울특별시 관악구 봉천동 은천로 69 은천초등학교,서울특별시 관악구 봉천동 622-1,37.4865852,126.9426783,서울특별시 관악구청,서울관악경찰서,Y,5,6~20,21-03-10
초등학교,봉천초등학교,서울특별시 관악구 봉천동 행운1라길 17 봉천초등학교,서울특별시 관악구 봉천동 28-6,37.4832696,126.9581884,서울특별시 관악구청,서울관악경찰서,Y,5,6~12,21-03-10
초등학교,신성초등학교,서울특별시 관악구 신림로 114,,37.47200385,126.9367522,서울특별시 관악구청,서울관악경찰서,Y,3,6~15,21-03-10
초등학교,봉현초등학교,서울특별시 관악구 성현로 117,,37.49123996,126.9555881,서울특별시 관악구청,서울관악경찰서,Y,4,6~20,21-03-10
초등학교,원신초등학교,서울특별시 관악구 신림동 광신길 177 원신초등학교,서울특별시 관악구 신림동 336,37.46719824,126.9272409,서울특별시 관악구청,서울관악경찰서,Y,3,4~12,21-03-10
초등학교,조원초등학교,서울특별시 관악구 신림동 조원로 67 조원초등학교,서울특별시 관악구 신림동 548-2,37.48412777,126.9095137,서울특별시 관악구청,서울관악경찰서,Y,4,6~20,21-03-10
유치원,건영유치원,서울특별시 관악구 조원로 114,,37.484844,126.914908,서울특별시 관악구청,서울관악경찰서,Y,3,6~12,21-03-10
유치원,동원유치원,서울특별시 관악구 행운1길 96,,37.48282858,126.9566712,서울특별시 관악구청,서울관악경찰서,Y,1,8,21-03-10
유치원,배꽃유치원,서울특별시 관악구 봉천동 봉천로29길 47 배꽃유치원,서울특별시 관악구 봉천동 935-2,37.48560816,126.941936,서울특별시 관악구청,서울관악경찰서,Y,1,6,21-03-10
유치원,소슬유치원,서울특별시 관악구 봉천동 구암길 46 소슬유치원,서울특별시 관악구 봉천동 1712-7,37.489766,126.9484065,서울특별시 관악구청,서울관악경찰서,Y,1,12,21-03-10
유치원,예닮유치원,서울특별시 관악구 신림동 남부순환로172길 59-9,서울특별시 관악구 신림동 441-124,37.48223803,126.922468,서울특별시 관악구청,서울관악경찰서,Y,2,6,21-03-10
유치원,은아유치원,서울특별시 관악구 봉천동 남부순환로246길 25 은아유치원 A동,서울특별시 관악구 봉천동 1635-1,37.47545008,126.9644352,서울특별시 관악구청,서울관악경찰서,Y,2,6,21-03-10
유치원,현대유치원,서울특별시 관악구 봉천동 관악로40길 55,서울특별시 관악구 봉천동 1000,37.49271686,126.9582187,서울특별시 관악구청,서울관악경찰서,Y,1,12,21-03-10
유치원,명성유치원,서울특별시 관악구 문성로 234,,37.47879878,126.929357,서울특별시 관악구청,서울관악경찰서,Y,1,8,21-03-10
유치원,새소슬유치원,서울특별시 관악구 구암길 46,,37.489742,126.9484065,서울특별시 관악구청,서울관악경찰서,Y,1,12,21-03-10
유치원,새싹유치원,서울특별시 관악구 남현동 남현2길 90,서울특별시 관악구 남현동 1071-25,37.4745654,126.972834,서울특별시 관악구청,서울관악경찰서,Y,1,6,21-03-10
유치원,신림유치원,서울특별시 관악구 난곡로 32길 12,,37.472093,126.9202382,서울특별시 관악구청,서울관악경찰서,Y,2,4~6,21-03-10
유치원,애동유치원,서울특별시 관악구 신림동 법원단지길 56,서울특별시 관악구 신림동 612-32,37.47381393,126.920254,서울특별시 관악구청,서울관악경찰서,Y,2,8,21-03-10
유치원,종인유치원,서울특별시 관악구 봉천동 솔밭로 20,서울특별시 관악구 봉천동 1690-17,37.4790524,126.963441,서울특별시 관악구청,서울관악경찰서,Y,1,6,21-03-10
유치원,하늘유치원,서울특별시 관악구 양산길 18,,37.47405927,126.9322556,서울특별시 관악구청,서울관악경찰서,Y,2,6~8,21-03-10
유치원,한별유치원,서울특별시 관악구 남부순환로144길 65,,37.47841871,126.9134662,서울특별시 관악구청,서울관악경찰서,Y,1,6,21-03-10
유치원,큰솔유치원,서울특별시 관악구 봉천동 관악로30길 12 봉천 우성아파트 큰솔유치원,서울특별시 관악구 봉천동 1706,37.48409831,126.9606845,서울특별시 관악구청,서울관악경찰서,Y,1,20,21-03-10
유치원,은비유치원,서울특별시 관악구 청림5길 22,,37.489072,126.9601123,서울특별시 관악구청,서울관악경찰서,Y,1,12,21-03-10
유치원,꿈나라유치원,서울특별시 관악구 신림동 난곡로 42 꿈나라유치원,서울특별시 관악구 신림동 1735-9,37.4605336,126.9206196,서울특별시 관악구청,서울관악경찰서,Y,1,20,21-03-10
유치원,신우단설유치원,서울특별시 관악구 신림동 호암로 498 신우초등학교,서울특별시 관악구 신림동 315,37.46326397,126.9325353,서울특별시 관악구청,서울관악경찰서,Y,1,6~20,21-03-10
유치원,관악병설유치원,서울특별시 관악구 청룡4길 49,,37.48102412,126.942556,서울특별시 관악구청,서울관악경찰서,Y,1,6~20,21-03-10
유치원,난곡병설유치원,서울특별시 관악구 난곡로35길 102,,37.46912956,126.9163436,서울특별시 관악구청,서울관악경찰서,Y,1,4~8,21-03-10
유치원,봉천병설유치원,서울특별시 관악구 봉천동 행운1라길 17 봉천초등학교,서울특별시 관악구 봉천동 28-6,37.4832696,126.9581884,서울특별시 관악구청,서울관악경찰서,Y,1,6~12,21-03-10
유치원,삼성병설유치원,서울특별시 관악구 대학7길 52,,37.46852069,126.9404946,서울특별시 관악구청,서울관악경찰서,Y,1,6~8,21-03-10
유치원,신성병설유치원,서울특별시 관악구 신림동 신림로 114 신성초등학교,서울특별시 관악구 신림동 117-4,37.47200385,126.9367522,서울특별시 관악구청,서울관악경찰서,Y,1,6~20,21-03-10
유치원,원당병설유치원,서울특별시 관악구 봉천동 봉천로 505 원당초등학교,서울특별시 관악구 봉천동 1669-1,37.48128046,126.9562493,서울특별시 관악구청,서울관악경찰서,Y,1,6~25,21-03-10
유치원,은천병설유치원,서울특별시 관악구 은천로 69,,37.4865852,126.9426783,서울특별시 관악구청,서울관악경찰서,Y,1,6~20,21-03-10
유치원,청룡병설유치원,서울특별시 관악구 관악로5길 61,,37.47672482,126.9512177,서울특별시 관악구청,서울관악경찰서,Y,1,5~8,21-03-10
특수학교,새롬학교,서울특별시 관악구 보라매로 44,,37.493126,126.927367,서울특별시 관악구청,서울관악경찰서,Y,2,20,21-03-10
특수학교,서울정문학교,서울특별시 관악구 난향3길 31,,37.461733,126.9169532,서울특별시 관악구청,서울관악경찰서,Y,1,6,21-03-10
어린이집,구립선봉어린이집,서울특별시 관악구 봉천로27길 20,,37.485148,126.939675,서울특별시 관악구청,서울관악경찰서,Y,1,6,21-03-10
어린이집,구립다원어린이집,서울특별시 관악구 미성길 123,,37.47196653,126.9121893,서울특별시 관악구청,서울관악경찰서,Y,2,6,21-03-10
어린이집,구립도담어린이집,서울특별시 관악구 봉천동 청림3길 37 도담어린이집,서울특별시 관악구 봉천동 1-85,37.4897327,126.958378,서울특별시 관악구청,서울관악경찰서,Y,3,6,21-03-10
어린이집,구립새빛어린이집,서울특별시 관악구 신림동 신사로10길 29,서울특별시 관악구 신림동 501-30,37.4863192,126.9151491,서울특별시 관악구청,서울관악경찰서,Y,2,6,21-03-10
어린이집,노아어린이집,서울특별시 관악구 신림동 남부순환로145길 6 나동,서울특별시 관악구 신림동 538-16,37.4818537,126.9123722,서울특별시 관악구청,서울관악경찰서,Y,2,6,21-03-10
어린이집,구립문성어린이집,서울특별시 관악구 신림동 시흥대로164길 27 구립문성어린이집,서울특별시 관악구 신림동 1661-15,37.48201452,126.9028929,서울특별시 관악구청,서울관악경찰서,Y,2,6,21-03-10
어린이집,구립미림어린이집,서울특별시 관악구 신림동 태흥길 4 구립미림어린이집,서울특별시 관악구 신림동 300-7,37.46639992,126.9309422,서울특별시 관악구청,서울관악경찰서,Y,2,6,21-03-10
어린이집,구립합실어린이집,서울특별시 관악구 광신길 113,,37.464018,126.925415,서울특별시 관악구청,서울관악경찰서,Y,1,20,21-03-10
어린이집,구립서원어린이집,서울특별시 관악구 서원3길 25,,37.47692559,126.9342292,서울특별시 관악구청,서울관악경찰서,Y,1,6,21-03-10
어린이집,예대어린이집,서울특별시 관악구 양녕로2가길 41,,37.48529905,126.947208,서울특별시 관악구청,서울관악경찰서,Y,1,6,21-03-10
어린이집,미라클어린이집,서울특별시 관악구 법원단지2길 15-4,,37.473654,126.919802,서울특별시 관악구청,서울관악경찰서,Y,1,4~6,21-03-10
유치원,예일유치원,서울특별시 관악구 낙성대역14길 6,,37.4739111,126.964244,서울특별시 관악구청,서울관악경찰서,Y,1,6,21-03-10
유치원,영그린유치원,서울특별시 관악구 신림동 참숯5길 12 영어린이집,서울특별시 관악구 신림동 95-53,37.47706582,126.9403929,서울특별시 관악구청,서울관악경찰서,Y,1,6,21-03-10
어린이집,아뜰어린이집,서울특별시 관악구 봉천로23다길 23,서울특별시 관악구 봉천동 965-1,37.48750132,126.9369662,서울특별시 관악구청,서울관악경찰서,Y,1,6,21-03-10
어린이집,초롱별어린이집,서울특별시 관악구 난곡로45길 5,서울특별시 관악구 신림동 763-68,37.4762101,126.9153179,서울특별시 관악구청,서울관악경찰서,Y,3,6,21-03-10
유치원,돌샘유치원,서울특별시 강남구 개포로 516,,37.48914032,127.0708698,서울특별시 강남구청,수서경찰서,Y,1,12.6,21-06-28
유치원,신양유치원,서울특별시 강남구 선릉로10길 18-6,,37.483431,127.061678,서울특별시 강남구청,수서경찰서,Y,2,6,21-06-28
유치원,이화유치원,서울특별시 강남구 개포로109길 9,,37.495751,127.075096,서울특별시 강남구청,수서경찰서,Y,2,15,21-06-28
유치원,영동제일유치원,서울특별시 강남구 삼성로120길 28,,37.517579,127.053437,서울특별시 강남구청,강남경찰서,Y,2,5.8,21-06-28
유치원,소망유치원,서울특별시 강남구 광평로56길 11,,37.48797908,127.1056314,서울특별시 강남구청,수서경찰서,Y,1,11,21-06-28
유치원,묘동유치원,서울특별시 강남구 도곡로78길 8,,37.49740739,127.058723,서울특별시 강남구청,수서경찰서,Y,5,5.5,21-06-28
유치원,푸른유치원,서울특별시 강남구 일원로14길 25,,37.48479809,127.0811005,서울특별시 강남구청,수서경찰서,Y,1,15.2,21-06-28
유치원,성요셉유치원,서울특별시 강남구 도산대로83길 27,,37.52627314,127.0482112,서울특별시 강남구청,강남경찰서,Y,2,5.9,21-06-28
유치원,강남유치원,서울특별시 강남구 선릉로129길 31,,37.515448,127.039009,서울특별시 강남구청,강남경찰서,Y,2,8.6,21-06-28
유치원,반디유치원,서울특별시 강남구 광평로47길 17,,37.48790982,127.0981867,서울특별시 강남구청,수서경찰서,Y,2,9.6,21-06-28
유치원,초원유치원,서울특별시 강남구 논현로14길 17,,37.475915,127.048578,서울특별시 강남구청,수서경찰서,Y,2,9.4,21-06-28
유치원,성결유치원,서울특별시 강남구 언주로121길 5,,37.511421,127.035354,서울특별시 강남구청,강남경찰서,Y,4,6,21-06-28
유치원,도곡렉슬유치원,서울특별시 강남구 선릉로 217,,37.49432124,127.0535103,서울특별시 강남구청,수서경찰서,Y,2,25,21-06-28
유치원,역삼초등학교병설유치원,서울특별시 강남구 강남대로66길 21,,37.49316115,127.032603,서울특별시 강남구청,수서경찰서,Y,1,11.8,21-06-28
유치원,개포초등학교유치원,서울특별시 강남구 영동대로3길 45,,37.48680544,127.0699766,서울특별시 강남구청,수서경찰서,Y,1,15,21-06-28
유치원,대현초등학교병설유치원,서울특별시 강남구 역삼로98길 16,,37.50372276,127.063564,서울특별시 강남구청,수서경찰서,Y,1,5.5,21-06-28
유치원,수서초등학교병설유치원,서울특별시 강남구 광평로51길 46,,37.49115058,127.101549,서울특별시 강남구청,수서경찰서,Y,1,6.5,21-06-28
유치원,유정유치원,서울특별시 강남구 광평로34길 17,,37.48300739,127.0949421,서울특별시 강남구청,수서경찰서,Y,46,20,21-06-28
유치원,아란유치원,서울특별시 강남구 압구정로 201,,37.53153399,127.0292754,서울특별시 강남구청,강남경찰서,Y,1,6,21-06-28
유치원,은곡유치원,서울특별시 강남구 헌릉로569길 41,,37.46682003,127.096934,서울특별시 강남구청,수서경찰서,Y,1,20,21-06-28
유치원,청담몬테소리유치원,서울특별시 강남구 학동로67길 15,,37.519322,127.046511,서울특별시 강남구청,강남경찰서,Y,1,6,21-06-28
초등학교,대곡초등학교,서울특별시 강남구 남부순환로 3022,,37.49471191,127.0650265,서울특별시 강남구청,수서경찰서,Y,2,40,21-06-28
초등학교,대왕초등학교,서울특별시 강남구 헌릉로 618길 8,,37.46462136,127.1055895,서울특별시 강남구청,수서경찰서,Y,2,6.1,21-06-28
초등학교,대현초등학교,서울특별시 강남구 역삼로98길 16,,37.50372276,127.063564,서울특별시 강남구청,수서경찰서,Y,4,5.5,21-06-28
초등학교,도곡초등학교,서울특별시 강남구 선릉로64길 33,,37.4995106,127.0544636,서울특별시 강남구청,수서경찰서,Y,5,5.3,21-06-28
초등학교,도성초등학교,서울특별시 강남구 역삼로 313,,37.50146282,127.0488738,서울특별시 강남구청,수서경찰서,Y,2,23.1,21-06-28
초등학교,봉은초등학교,서울특별시 강남구 학동로 610,,37.52008278,127.060981,서울특별시 강남구청,강남경찰서,Y,3,6,21-06-28
초등학교,삼릉초등학교,서울특별시 강남구 봉은사로63길 22,,37.51325956,127.046914,서울특별시 강남구청,강남경찰서,Y,4,5.4,21-06-28
초등학교,청담초등학교,서울특별시 강남구 압구정로71길 9,,37.52828178,127.0451534,서울특별시 강남구청,강남경찰서,Y,6,5.9,21-06-28
초등학교,포이초등학교,서울특별시 강남구 개포로22길 87,,37.47591562,127.0525106,서울특별시 강남구청,수서경찰서,Y,3,14.5,21-06-28
초등학교,논현초등학교,서울특별시 강남구 강남대로120길 33,,37.50849066,127.0262217,서울특별시 강남구청,강남경찰서,Y,8,6,21-06-28
초등학교,신구초등학교,서울특별시 강남구 압구정로18길 28,,37.5233613,127.0239915,서울특별시 강남구청,강남경찰서,Y,8,5.5,21-06-28
초등학교,언북초등학교,서울특별시 강남구 삼성로135길 42,,37.52012607,127.0447141,서울특별시 강남구청,강남경찰서,Y,8,6,21-06-28
초등학교,영희초등학교,서울특별시 강남구 일원로 21,,37.49230166,127.0811312,서울특별시 강남구청,수서경찰서,Y,6,9.8,21-06-28
초등학교,일원초등학교,서울특별시 강남구 영동대로4길 20,,37.48978925,127.0763251,서울특별시 강남구청,수서경찰서,Y,3,7.6,21-06-28
초등학교,학동초등학교,서울특별시 강남구 선릉로115길 42,,37.51226034,127.0395969,서울특별시 강남구청,강남경찰서,Y,7,5.7,21-06-28
초등학교,개원초등학교,서울특별시 강남구 선릉로 29,,37.48161815,127.0587379,서울특별시 강남구청,수서경찰서,Y,2,12,21-06-28
초등학교,개일초등학교,서울특별시 강남구 개포로 401,,37.48621378,127.057776,서울특별시 강남구청,수서경찰서,Y,2,20,21-06-28
초등학교,구룡초등학교,서울특별시 강남구 개포로 263,,37.48119613,127.051773,서울특별시 강남구청,수서경찰서,Y,3,14,21-06-28
초등학교,대도초등학교,서울특별시 강남구 선릉로 209,,37.49264543,127.0533776,서울특별시 강남구청,수서경찰서,Y,2,28.7,21-06-28
초등학교,대모초등학교,서울특별시 강남구 광평로20길 27,,37.48059953,127.0859937,서울특별시 강남구청,수서경찰서,Y,2,14.5,21-06-28
초등학교,대진초등학교,서울특별시 강남구 개포로109길 74,,37.497027,127.0780785,서울특별시 강남구청,수서경찰서,Y,3,9,21-06-28
초등학교,수서초등학교,서울특별시 강남구 광평로51길 46,,37.49115058,127.101549,서울특별시 강남구청,수서경찰서,Y,5,6.5,21-06-28
초등학교,압구정초등학교,서울특별시 강남구 압구정로39길 29,,37.53173902,127.0308413,서울특별시 강남구청,강남경찰서,Y,2,8.9,21-06-28
초등학교,언주초등학교,서울특별시 강남구 남부순환로363길 19,,37.48632308,127.036781,서울특별시 강남구청,수서경찰서,Y,5,7.7,21-06-28
초등학교,역삼초등학교,서울특별시 강남구 강남대로66길 21,,37.49316115,127.032603,서울특별시 강남구청,수서경찰서,Y,7,6.9,21-06-28
초등학교,왕북초등학교,서울특별시 강남구 광평로31길 74,,37.4863299,127.086039,서울특별시 강남구청,수서경찰서,Y,3,9,21-06-28
초등학교,대청초등학교,서울특별시 강남구 양재대로55길 28,,37.493117,127.0877676,서울특별시 강남구청,수서경찰서,Y,4,14.7,21-06-28
초등학교,대치초등학교,서울특별시 강남구 양재천로 363,,37.49127879,127.0621966,서울특별시 강남구청,수서경찰서,Y,3,8.8,21-06-28
초등학교,양전초등학교,서울특별시 강남구 개포로 513,,37.49028366,127.069478,서울특별시 강남구청,수서경찰서,Y,4,15,21-06-28
초등학교,세명초등학교,서울특별시 강남구 자곡로 55,,37.468857,127.0910762,서울특별시 강남구청,수서경찰서,Y,2,25,21-06-28
초등학교,율현초등학교,서울특별시 강남구 밤고개로21길 15,,37.474559,127.108267,서울특별시 강남구청,수서경찰서,Y,1,8,21-06-28
초등학교,자곡초등학교,서울특별시 강남구 자곡로 150,,37.472191,127.0996009,서울특별시 강남구청,수서경찰서,Y,2,25,21-06-28
특수학교,밀알학교,서울특별시 강남구 일원로 90,,37.48578132,127.0820739,서울특별시 강남구청,수서경찰서,Y,3,14.4,21-06-28
특수학교,정애학교,서울특별시 강남구 봉은사로81길 16,,37.514363,127.054425,서울특별시 강남구청,강남경찰서,Y,2,6,21-06-28
특수학교,서울아카데미(외국인),서울특별시 강남구 삼성로64길 16,,37.49996119,127.061603,서울특별시 강남구청,수서경찰서,Y,2,19.7,21-06-28
어린이집,연화어린이집,서울특별시 강남구 학동로 43길 17,,37.517216,127.0372042,서울특별시 강남구청,강남경찰서,Y,1,6,21-06-28
어린이집,한별어린이집,서울특별시 강남구 봉은사로82길 23,,37.511759,127.0555131,서울특별시 강남구청,강남경찰서,Y,1,6,21-06-28
어린이집,삼성어린이집,서울특별시 강남구 도곡로78길 22,,37.49663609,127.058851,서울특별시 강남구청,수서경찰서,Y,2,6,21-06-28
어린이집,오르다어린이집,서울특별시 강남구 봉은사로73길 3-4,,37.51279678,127.0505144,서울특별시 강남구청,강남경찰서,Y,2,10,21-06-28
어린이집,선릉삼성어린이집,서울특별시 강남구 선릉로100길 48,,37.506634,127.051164,서울특별시 강남구청,강남경찰서,Y,1,12,21-06-28
어린이집,논현어린이집,서울특별시 강남구 강남대로124길 65,,37.51102773,127.026898,서울특별시 강남구청,강남경찰서,Y,2,6,21-06-28
어린이집,준현어린이집,서울특별시 강남구 선릉로148길 48-6,,37.52262415,127.043338,서울특별시 강남구청,강남경찰서,Y,1,4,21-06-28
어린이집,자람어린이집,서울특별시 강남구 일원로5길 29,,37.491666,127.082926,서울특별시 강남구청,수서경찰서,Y,1,8,21-06-28
어린이집,목련어린이집,서울특별시 강남구 개포로 617-8,,37.494007,127.077734,서울특별시 강남구청,수서경찰서,Y,1,10,21-06-28
어린이집,대치어린이집,서울특별시 강남구 영동대로65길 11,,37.50185478,127.065542,서울특별시 강남구청,수서경찰서,Y,1,12,21-06-28
어린이집,한티어린이집,"서울특별시 강남구 영동대로57길 7, 대치문화복지회관 3층",,37.49995467,127.066938,서울특별시 강남구청,수서경찰서,Y,1,8,21-06-28
어린이집,킹스키즈어린이집,서울특별시 강남구 도곡로73길 31-1,,37.49983413,127.056227,서울특별시 강남구청,수서경찰서,Y,1,6,21-06-28
어린이집,선재어린이집,서울특별시 강남구 삼성로71길 31,,37.50147751,127.0563559,서울특별시 강남구청,수서경찰서,Y,1,6,21-06-28
어린이집,성아어린이집,서울특별시 강남구 논현로32길 16,,37.484042,127.043583,서울특별시 강남구청,수서경찰서,Y,1,6,21-06-28
어린이집,청수어린이집,서울특별시 강남구 압구정로79길 26,,37.525052,127.049284,서울특별시 강남구청,강남경찰서,Y,3,8,21-06-28
어린이집,튼튼영재어린이집,"서울특별시 강남구 학동로101길 26, 삼익상가3층",,37.52244507,127.0576206,서울특별시 강남구청,강남경찰서,Y,3,6,21-06-28
어린이집,강남구청어린이집,서울특별시 강남구 학동로 426,,37.51796636,127.0470611,서울특별시 강남구청,강남경찰서,Y,1,8,21-06-28
어린이집,구민회관어린이집,서울특별시 강남구 삼성로 154,,37.493887,127.0642704,서울특별시 강남구청,수서경찰서,Y,1,30,21-06-28
어린이집,신사어린이집,서울특별시 강남구 도산대로56길 14,,37.52212074,127.0401134,서울특별시 강남구청,강남경찰서,Y,1,6,21-06-28
어린이집,보미나어린이집,서울특별시 강남구 학동로20길 25,,37.51150308,127.0285346,서울특별시 강남구청,강남경찰서,Y,1,8,21-06-28
어린이집,청담어린이집,서울특별시 강남구 도산대로56길 14,,37.52212074,127.0401134,서울특별시 강남구청,강남경찰서,Y,1,6,21-06-28
어린이집,역삼어린이집,서울특별시 강남구 테헤란로22길 46,,37.497106,127.035679,서울특별시 강남구청,수서경찰서,Y,1,6,21-06-28
